ID,Name,Latitude,Longitude
K0R0,Columbia-Marion County Airport,31.297,-89.8128
KMPE,Philadelphia Municipal Airport,32.79921,-89.12599
KCBM,Columbus Air Force Base,33.65,-88.45
KPIB,"Hattiesburg/Laurel, Hattiesburg-Laurel Regional Airport",31.46667,-89.33333
KUOX,"Oxford, University-Oxford Airport",34.38444,-89.53556
KLUL,LAUREL/NOBLE FIELD,31.67,-89.17
K1R7,Brookhaven-Lincoln County Airport,31.6058,-90.4093
KGLH,"Greenville, Mid Delta Regional Airport",33.48278,-90.98556
KVKS,Vicksburg Municipal,32.23333,-90.93333
KMCB,"McComb, McComb / Pike County / John E Lewis Field Airport",31.17833,-90.47194
KGPT,Gulfport - Gulfport-Biloxi International Airport,30.41194,-89.08083
KPQL,Moss Point - Trent Lott International Airport,30.46305,-88.53155
KMJD,Picayune Municipal Airport,30.48747,-89.65119
KGTR,"Columbus/West Point/Starkville, Golden Triangle Regional Airport",33.45,-88.58333
KUTA,"Tunica, Tunica Municipal Airport",34.68083,-90.34639
KMEI,"Meridian, Key Field",32.33806,-88.74778
KGWO,"Greenwood, Greenwood-LeFlore Airport",33.4925,-90.08361
KIKT,Nakika Subsea Development Platform,28.5208,-88.2889
KHBG,"Hattiesburg, Bobby L Chain Municipal Airport",31.26945,-89.25613
KHEZ,"Natchez, Hardy-Anders Field Natchez-Adams County Airport",31.61593,-91.29724
KHKS,"Jackson, Hawkins Field Airport",32.33472,-90.2225
KNJW,"Meridian, Joe Williams Naval Outlying Field",32.79611,-88.83167
KJVW,JB Williams Airport,32.30447,-90.41053
KLMS,Louisville/Winston County Airport,33.14599,-89.06245
KHSA,"Bay St. Louis, Stennis International Airport",30.36778,-89.45472
KCKM,"Fletcher Field, Clarksdale",34.2997,-90.5123
KSTF,"George M Bryan Airport, Starkville",33.4331,-88.8486
KCRX,Corinth,34.915,-88.6035
KNMM,"Meridian, Meridian Naval Air Station - McCain Field",32.55194,-88.55528
KRNV,Cleveland Municipal Airport,33.7611,-90.7579
KPMU,Batesville Panola County,34.3635,-89.8929
KJAN,"Jackson, Jackson International Airport",32.31972,-90.0775
KLWT,"Lewistown, Lewistown Municipal Airport",47.04917,-109.46639
KMLP,"Mullan Pass, Mullan Pass Vor",47.45417,-115.66972
KMLS,"Miles City, Frank Wiley Field Airport",46.42806,-105.88639
KMSO,"Missoula, Missoula International Airport",46.92083,-114.0925
K1DM,Delta,47.38,-109.82
KSBX,Shelby Airport,48.54069,-111.87125
KOLF,"Wolf Point, Clayton Airport",48.09444,-105.57722
K6S0,Big Timber Airport,45.80647,-109.97826
K1GM,Golf,47.33,-112.1
KGPI,"Kalispell, Glacier Park International Airport",48.30417,-114.26361
KRVF,Ruby Valley Field Airport,45.53542,-112.30228
KEKS,Ennis - Big Sky Airport,45.27436,-111.64886
KS34,PLAINS,47.47355,-114.90708
KM75,Malta Airport,48.36694,-107.91934
KBHK,"Baker, Baker Municipal Airport",46.34778,-104.2575
KBIL,"Billings, Billings Logan International Airport",45.80694,-108.54222
KBTM,"Butte, Bert Mooney Airport",45.95472,-112.4975
KMVH,N BAR Ranch Airport,46.8381,-108.9368
KSDY,Sidney-Richland,47.7,-104.2
KBZN,"Bozeman, Gallatin Field",45.78806,-111.16083
K3U3,ANACONDA,46.15313,-112.86784
KCTB,"Cut Bank, Cut Bank Municipal Airport",48.60833,-112.37611
KDLN,"Dillon, Dillon Airport",45.2575,-112.55444
KPO1,Poplar Municipal Airport,48.13442,-105.16214
KHRF,Ravalli County Airport,46.25463,-114.1246
K79S,FORT BENTON,47.84511,-110.63648
K1KM,Kilo - Harlowton,46.5,-109.8
K1AM,Raynesford,47.3,-110.8
K1BM,Geyser,47.3,-110.4
K1CM,Windham,47.1,-110.2
K1FM,Foxtrot,47.6,-112.3
K1IM,India,47.3,-111.5
K1MM,Moore,47.0,-109.6
K1NM,November,47.1,-109.0
K1OM,Roy,47.3,-108.9
KPWD,Sher-Wood Airport,48.789,-104.52297
KGDV,"Glendive, Dawson Community Airport",47.13333,-104.8
KGFA,Malmstrom Air Force Base,47.5,-111.18333
KGGW,"Glasgow, Glasgow International Airport",48.21389,-106.62139
KGTF,"Great Falls, Great Falls International Airport",47.47333,-111.38222
KHLN,Helena Regional Airport,46.60445,-111.9892
KHVR,"Havre, Havre City-County Airport",48.54278,-109.76333
K00U,Big Horn County Airport,45.74439,-107.66044
KJDN,"Jordan, Jordan Airport",47.32583,-106.9475
K1EM,Echo,47.4535,-109.4163
K1HM,Hotel,47.6975,-111.9429
K1JM,Juliett,47.7515,-111.5467
KLVM,"Livingston, Mission Field Airport",45.69944,-110.44833
CZCR,CHARLO AUTO,47.98,-66.33
CYQM,Greater Moncton Rom̩o LeBlanc International Airport,46.11667,-64.68333
CERM,Edmunston,47.4167,-68.3167
CWPE,"Point Lepreau, N. B.",45.06667,-66.46667
CYFC,"Fredericton, N. B.",45.86667,-66.53333
CYSJ,"Saint John, N. B.",45.33333,-65.88333
CZBF,Bathurst Airport Aviation Weather Reporting Station,47.63333,-65.75
CWSS,"St. Stephen, N. B.",45.21667,-67.25
KEWN,"New Bern, Craven County Regional Airport",35.0675,-77.04722
KSVH,Statesville Municipal Airport,35.76362,-80.9473
KEXX,"Lexington, Davidson County Airport",35.78111,-80.30389
KJNX,"Smithfield, Johnston County Airport",35.54083,-78.39028
KFAY,"Fayetteville, Fayetteville Regional Airport",34.98944,-78.88
KFBG,Fort Bragg / Simmons Army Airfield,35.1314,-78.93158
KJQF,Concord Regional Airport,35.38963,-80.70735
KTDF,"Roxboro, Person County Airport",36.285,-78.98417
KONX,"Currituck, Currituck County Airport",36.39889,-76.01611
K1A5,Macon County Airport,35.22277,-83.41497
KEHO,Shelby Municipal Airport,35.25563,-81.59858
KLBT,Lumberton Municipal Airport,34.60817,-79.059
KTNB,Watauga County Hospital Heliport,36.19856,-81.65171
KEYF,Curtis L Brown Jr. Field Airport,34.60418,-78.57902
KTTA,"Sanford, Sanford-Lee County Regional Airport",35.5825,-79.10139
KFQD,"Rutherfordton, Rutherford County-Marchman Field Airport",35.42833,-81.935
KFFA,"Kill Devil Hills, First Flight Airport",36.01667,-75.66667
KBUY,Burlington Alamance Regional Airport,36.04753,-79.47375
KW40,Mount Olive Municipal Airport,35.22145,-78.03862
KPGV,Pitt-Greenville Airport,35.63742,-77.38506
KUKF,"North Wilkesboro, Wilkes County Airport",36.21667,-81.08333
K2DP,Dare County Gunnery Range,35.66667,-75.9
KMCZ,Martin County Airport,35.86219,-77.1782
KACZ,Henderson Field Airport,34.71786,-78.00389
KGEV,Jefferson - Ashe County Airport,36.43333,-81.41667
K24A,Jackson County Airport,35.3159,-83.2071
KPOB,Pope Air Force Base,35.17531,-79.00771
KVUJ,"Albemarle, Stanly County Airport",35.41667,-80.15083
KGSB,Seymour-Johnson Air Force Base,35.34457,-77.94583
KCLT,Charlotte/Douglas International Airport,35.20833,-80.96139
KGSO,"Greensboro, Piedmont Triad International Airport",36.0975,-79.94361
KETC,Tarboro-Edgecombe Airport,35.9373,-77.54648
KIXA,Halifax-Northampton Regional Airport,36.33,-77.635
KMEB,Laurinburg Maxton Airport,34.79132,-79.3683
KLHZ,Franklin County Airport,36.02288,-78.33405
KCPC,"Whiteville, Columbus County Municipal Airport",34.27278,-78.715
KGWW,"Goldsboro, Goldsboro-Wayne Municipal Airport",35.46056,-77.965
KRCZ,Rockingham-Hamlet Airport,34.89545,-79.75755
KHBI,"Asheboro, Asheboro Municipal Airport",35.65389,-79.895
KRDU,"Raleigh / Durham, Raleigh-Durham International Airport",35.89223,-78.78185
KCTZ,Sampson County Airport,34.97522,-78.36276
KHFF,Mackall U. S. Army Airfield,35.03333,-79.5
KNBT,"Piney Island, Bt-11 Bombing Range",35.02222,-76.4625
KHKY,"Hickory, Hickory Regional Airport",35.74222,-81.38222
KHNZ,Henderson-Oxford Airport,36.36352,-78.52889
KRUQ,Rowan County Airport,35.64417,-80.52359
KHRJ,"Erwin, Harnett County Airport",35.37861,-78.73361
KMQI,Manteo / Dare County Regional,35.91667,-75.7
KRWI,"Rocky Mount, Rocky Mount-Wilson Regional Airport",35.855,-77.89306
KHSE,"Hatteras, Mitchell Field",35.23222,-75.6225
KMRH,Beaufort Smith Field,34.73259,-76.6566
KAKH,Gastonia Municipal Airport,35.19687,-81.15545
KMRN,Morganton-Lenoir Airport,35.81922,-81.60971
KDPL,Duplin County Airport,34.99942,-77.97995
KMWK,Mount Airy/Surry County Airport,36.45675,-80.55483
KSIF,"Reidsville, Rockingham County NC Shiloh Airport",36.43722,-79.85083
KAFP,Anson County Airport,35.01944,-80.07836
KECG,Elizabeth City C/G Regional Airport,36.25771,-76.1716
KEDE,"Edenton, Northeastern Regional Airport",36.02778,-76.56722
KASJ,"Ahoskie, Tri-County Airport",36.2975,-77.17083
KNCA,MCAS New River,34.70627,-77.44066
KILM,Wilmington International Airport,34.26681,-77.89987
KSOP,"Pinehurst/Southern Pines, Moore County Airport",35.23333,-79.4
KINT,"Winston Salem, Smith Reynolds Airport",36.13333,-80.22472
KNJM,Bogue Field Marine Corps Auxiliary Field,34.69403,-77.02945
KTQV,DURHAM/DUKE,36.0,-78.9333
KAVL,"Asheville, Asheville Regional Airport",35.43194,-82.5375
KNKT,Cherry Point Marine Corps Air Station,34.89719,-76.88135
KIPJ,"Lincolnton, Lincolnton-Lincoln County Regional Airport",35.48306,-81.16139
KEQY,"Monroe, Monroe Airport",35.01694,-80.62056
KISO,"Kinston, Kinston Regional Jetport at Stallings Field",35.33333,-77.61667
KOAJ,"Jacksonville, Albert J Ellis Airport",34.83333,-77.61667
KOCW,"Washington, Warren Field Airport",35.57056,-77.04972
KSUT,Brunswick County Airport,33.92921,-78.07223
KBWP,"Wahpeton, Harry Stern Airport",46.24389,-96.60722
K9Y1,Dunn County Airport - Weydahl Field,47.39133,-102.77181
K2D5,Oakes Municipal Airport,46.1731,-98.0799
K5H4,Harvey Municipal Airport,47.7912,-99.9317
K2C8,CAVALIER,48.78377,-97.62964
KGAF,GRAFTON,48.4,-97.37
K06D,ROLLA,48.88,-99.62
K46D,CARRINGTON,47.45,-99.15
K7L2,LINTON,46.22,-100.25
KHZE,HAZEN,47.28,-101.58
KD50,CROSBY,48.93,-103.3
KD60,TIOGA,48.38,-102.9
KY19,MANDAN,46.77,-100.9
KS25,WATFORD CITY,47.8,-103.25
KD55,Langdon,48.7531,-98.3937
KBWW,Bowman Regional Airport,46.16551,-103.30074
KFAR,"Fargo, Hector International Airport",46.92528,-96.81111
KJMS,"Jamestown, Jamestown Municipal Airport",46.92972,-98.67833
KDVL,"Devils Lake, Devils Lake Municipal Airport",48.11667,-98.91667
KRDR,Grand Forks Air Force Base,47.96667,-97.4
KGFK,"Grand Forks, Grand Forks International Airport",47.94806,-97.1825
KBIS,"Bismarck, Bismarck Municipal Airport",46.7825,-100.75722
KDIK,"Dickinson, Dickinson Municipal Airport",46.79722,-102.80194
KMIB,Minot Air Force Base,48.41667,-101.35
KMOT,Minot International Airport,48.25203,-101.2689
KN60,Garrison,47.64583,-101.43944
K08D,Stanley Municipal Airport,48.3008,-102.4064
KHEI,"Hettinger, Hettinger Municipal Airport",46.01056,-102.64972
KBAC,Valley City,46.9412,-98.018
KS32,Cooperstown,47.4228,-98.1059
KGWR,Gwinner,46.2187,-97.6435
KXWA,Williston Basin International Airport,48.26086,-103.75114
K9D7,CANDO,48.48,-99.23
K96D,Walhalla Municipal Airport,48.94017,-97.90528
KD09,Bottineau Municipal Airport,48.83047,-100.41731
KD57,Glen Ullin Regional Airport,46.8128,-101.8602
KBVN,Albion Municipal Airport,41.73016,-98.05453
KTIF,"Thedford, Thomas County Airport",41.96194,-100.56889
K4V9,Antelope County Airport,42.11225,-98.03978
KLCG,"Wayne, Wayne Municipal Airport",42.24167,-96.98139
KGRN,Gordon Municipal,42.8,-102.16667
K1EW,Echo (Pine Bluffs),41.12,-103.98
K1GW,Golf (Sidney),41.22,-103.1
K1HW,Hotel (Gurley),41.32,-102.83
KOMA,Omaha - Eppley Airfield,41.3119,-95.90185
KHJH,"Hebron, Hebron Municipal Airport",40.15222,-97.58694
KLNK,"Lincoln, Lincoln Municipal Airport",40.83111,-96.76444
KBIE,Beatrice Municipal,40.3,-96.75
KGRI,"Grand Island, Central Nebraska Regional Airport",40.95833,-98.3125
KODX,"Ord, Evelyn Sharp Field Airport",41.62417,-98.9525
KHSI,"Hastings, Hastings Municipal Airport",40.60056,-98.42583
KEAR,"Kearney, Kearney Municipal Airport",40.73333,-99.0
KTQE,"Tekamah, Tekamah Municipal Airport",41.76694,-96.17778
KGGF,Grant Municipal Airport,40.87066,-101.73388
KFNB,"Falls City, Brenner Field Airport",40.07889,-95.59194
KAHQ,Wahoo,41.2406,-96.5946
KOFF,Omaha / Offutt Air Force Base,41.11667,-95.9
KBBW,"Broken Bow, Broken Bow Municipal Airport",41.43333,-99.65
KANW,Ainsworth Regional Airport,42.57484,-99.99832
KOFK,"Norfolk, Stefan Memorial Airport",41.98056,-97.43694
KIBM,"Kimball, Kimball Municipal Airport/Robert E Arraj Field",41.18333,-103.66667
KFET,Fremont Municipal Airport,41.45,-96.51667
KOLU,"Columbus, Columbus Municipal Airport",41.45,-97.33333
KONL,O'Neill / Baker Field,42.46667,-98.68333
KSNY,"Sidney, Sidney Municipal Airport",41.09944,-102.98556
KLBF,"North Platte, North Platte Regional Airport",41.12194,-100.66833
KBTA,Blair Municipal Airport,41.4148,-96.109
KMCK,"McCook, McCook Municipal Airport",40.20306,-100.58833
KIML,"Imperial, Imperial Municipal Airport",40.51667,-101.61667
KHDE,Brewster Field Airport,40.45,-99.33333
KAIA,"Alliance, Alliance Municipal Airport",42.05722,-102.8
KCDR,"Chadron, Chadron Municipal Airport",42.8375,-103.09528
KPMV,"Plattsmouth, Plattsmouth Municipal Airport",40.95,-95.91778
KBFF,"Scottsbluff, Heilig Field",41.86694,-103.58583
K1BW,Bravo (Pine Bluffs),41.52,-104.0
KVTN,"Valentine, Miller Field",42.85861,-100.55139
KJYR,"York, York Municipal Airport",40.89667,-97.62278
KCSB,Cambridge Municipal Airport,40.30658,-100.16207
KAUH,"Aurora, Aurora Municipal Airport",40.89389,-97.99444
KLXN,"Lexington, Jim Kelly Field Airport",40.79111,-99.77722
KOGA,"Ogallala, Searle Field Airport",41.11972,-101.76889
KMLE,"Omaha, Millard Airport",41.19583,-96.11222
KAFK,"Nebraska City, Nebraska City Municipal Airport",40.6,-95.85
CWDO,Twillingate Meteorological Aeronautical Presentation System,49.68766,-54.80002
CYMH,Mary's Harbour,52.3,-55.85
CYWK,"Wabush Lake, Nfld.",52.93333,-66.86667
CWDA,Englee Meteorological Aeronautical Presentation System,50.71667,-56.11667
CWXI,Ferolle Point Meteorological Aeronautical Presentation System,51.01667,-57.1
CYQX,Gander International Airport,48.95,-54.56667
CYYR,CFB Goose Bay,53.31667,-60.41667
CXRH,"Rocky Harbour CS, Nfld.",49.56667,-57.88333
CWZN,Sagona Island Meteorological Aeronautical Presentation System,47.36667,-55.8
CWAR,"Argentia, Nfld",47.3,-54.0
CYYT,St. John's International Airport,47.61667,-52.73333
CYJT,"Stephenville, Nfld.",48.53333,-58.55
CXTP,"Terra Nova National Park CS, Nfld.",48.55694,-53.97444
CWRA,"Cape Race, Nfld",46.65,-53.06667
CYFT,Makkovik Airport,55.08333,-59.18333
KBML,"Berlin, Berlin Municipal Airport",44.57611,-71.17861
KLCI,"Laconia, Laconia Municipal Airport",43.56667,-71.41667
KLEB,Lebanon Municipal Airport,43.6271,-72.30537
K1P1,Plymouth Municipal Airport,43.77714,-71.75598
KPSM,Pease Air Force Base / Portsmouth,43.08333,-70.81667
KCON,Concord Municipal Airport,43.20489,-71.50257
KMHT,Manchester Airport,42.92964,-71.43559
KHIE,Whitefield - Mount Washington Regional Airport,44.36595,-71.55218
KDAW,Rochester - Skyhaven Airport,43.27939,-70.92426
KAFN,Jaffrey Airport-Silver Ranch,42.80667,-72.00127
KMWN,Mount Washington,44.27086,-71.30337
KEEN,"Keene, Dillant-Hopkins Airport",42.9,-72.26667
KASH,Nashua - Boire Field Airport,42.77981,-71.51409
KEWR,"Newark, Newark International Airport",40.6825,-74.16944
KTEB,"Teterboro, Teterboro Airport",40.85889,-74.05667
KBLM,Belmar-Farmingdale,40.18333,-74.13333
KTTN,"Trenton, Mercer County Airport",40.27639,-74.81639
K12N,"Andover, Aeroflex-Andover Airport",41.00928,-74.73628
KFWN,"Sussex, Sussex Airport",41.19925,-74.62594
KVAY,"Mount Holly, South Jersey Regional Airport",39.94076,-74.84071
KCDW,"Caldwell, Essex County Airport",40.87639,-74.28306
KMJX,Miller Air Park,39.927,-74.292
KWRI,Mcguire Air Force Base,40.01667,-74.6
KWWD,"Wildwood, Cape May County Airport",39.01667,-74.91667
KMIV,"Millville, Millville Municipal Airport",39.36623,-75.0778
KACY,"Atlantic City, Atlantic City International Airport",39.45202,-74.56699
KMMU,Morristown Municipal,40.8,-74.41667
KLDJ,Linden Airport,40.6174,-74.2446
KNEL,Lakehurst Naval Air Station,40.03661,-74.35251
KSMQ,"Somerville, Somerset Airport",40.62405,-74.66898
KLVS,Las Vegas Municipal Airport,35.65584,-105.13852
KDNA,"Dona Ana County Jetport, Santa Teresa",31.87495,-106.69385
KBRG,Belen Regional Airport,34.64586,-106.83634
KLSB,Lordsburg Municipal Airport,32.33346,-108.69174
KABQ,"Albuquerque, Albuquerque International Airport",35.04167,-106.61472
KAEG,"Albuquerque, Double Eagle II Airport",35.145,-106.795
KALM,Alamogordo-White,32.83512,-105.99408
KAXX,Angel Fire Airport,36.42586,-105.29028
KATS,Artesia Municipal Airport,32.85239,-104.46444
KSXU,Santa Rosa Route 66 Airport,34.93567,-104.64256
KROW,Roswell International Air Center Airport,33.30737,-104.50816
KRTN,Raton Municipal - Crews Field Airport,36.741528,-104.502183
KSAF,Santa Fe County Municipal Airport,35.61097,-106.09573
K0E0,Moriarty Municipal Airport,34.98374,-105.99576
KCAO,Clayton Municipal Airpark,36.44834,-103.15367
KSKX,"Taos, Taos Regional Airport",36.45,-105.66667
KCNM,"Carlsbad, Cavern City Air Terminal Airport",32.3375,-104.26333
K4MR,Melrose Gunnery Range,34.3,-103.8
KCQC,Clines Corners,35.0,-105.66667
KCVN,Clovis Municipal Airport,34.42274,-103.0802
KSRR,Sierra Blanca Regional Airport,33.46677,-105.52778
KCVS,Cannon Air Force Base / Clovis,34.38333,-103.31667
KSVC,Grant County Airport,32.63099,-108.14658
KTCC,Tucumcari Municipal Airport,35.18053,-103.60145
KTCS,"Truth Or Consequences, Truth Or Consequences Municipal Airport",33.23667,-107.26806
KDMN,Deming Municipal Airport,32.25927,-107.72051
KONM,Socorro Municipal Airport,34.02633,-106.90372
KFMN,"Farmington, Four Corners Regional Airport",36.74361,-108.22917
KGNT,"Grants, Grants-Milan Municipal Airport",35.16528,-107.90222
KGUP,Gallup Municipal Airport,35.50859,-108.79316
KHMN,Holloman Air Force Base,32.85,-106.1
KHOB,Hobbs / Lea County,32.68333,-103.21667
KLAM,Los Alamos Airport,35.87969,-106.26869
KLRU,"Las Cruces, Las Cruces International Airport",32.28944,-106.92194
KN24,Questa Municipal Airport Nr 2,36.80031,-105.5975
CWWE,"Western Head, N. S.",43.98333,-64.66667
CZDB,DEBERT,45.42,-63.47
CXNP,Nappan,45.75963,-64.24144
CXLB,Lunenburg,44.3667,-64.3
CWZQ,Grand Etang,46.54709,-61.04916
CYZX,"Greenwood, N. S.",44.98333,-64.91667
CYHZ,Halifax Stanfield International Airport,44.88333,-63.5
CWRN,Hart Island Meteorological Aeronautical Presentation System,45.35,-60.98333
CYAW,Shearwater N. S.,44.6364,-63.50655
CXIB,INGONISH BEACH CS,46.67,-60.4
CXKT,Kentville,45.06724,-64.47773
CXMI,"McNabs Island , N. S.",44.6,-63.53333
CXMY,"Malay Falls , N. S.",44.98333,-62.48333
CXNM,"North Mountain , N. S.",46.81667,-60.66667
CWBV,Beaver Island,44.82487,-62.33772
CWKG,"Kejimkujik 1, N. S.",44.43333,-65.2
CWEF,Saint Paul Island Meteorological Aeronautical Presentation System,47.22642,-60.14053
CWVU,"Brier Island, N. S.",44.28583,-66.34667
CYQY,"Sydney, N. S.",46.16667,-60.05
CXTD,"TRACADIE, NS",45.62,-61.68
CWBK,Caribou Point Meteorological Aeronautical Presentation System,45.76667,-62.68333
CXDK,DEADMEN VALLEY,61.25,-124.47
CXDE,"Deline , N. W. T.",65.21667,-123.43333
CYZF,Yellowknife Airport,62.46667,-114.45
CXYH,YOHIN,61.25,-123.75
CWND,Pelly Island Automatic Weather Reporting System,69.63333,-135.43333
CWID,Fort Providence,61.31667,-117.6
CZFS,FORT SIMPSON CLIMATE,61.77,-121.23
CZSM,FORT SMITH CLIMATE,60.03,-111.93
CZHY,HAY RIVER CLIMATE,60.83,-115.78
CZEV,Inuvik Climate,68.30596,-133.5014
CWMT,Lac La Martre,63.15,-117.26667
CXLL,"Lindberg Landing , N. W. T.",61.11667,-122.85
CXTV,"Trail Valley , N. W. T.",68.75,-133.5
CXTN,"Tuktut Nogait , N. W. T.",69.18333,-122.35
CXWB,WAGER BAY (AUT),65.88,-89.45
CWJC,Ennadai Lake Meteorological Aeronautical Presentation System,61.13333,-100.9
CZRP,REA POINT,75.37,-105.72
CYRB,"Resolute, N. W. T.",74.71667,-94.98333
CXRB,RESOLUTE CS,74.72,-94.98
CXAT,ARCTIC BAY CS,73.00599,-85.003276
CYFB,Iqaluit Airport,63.75,-68.55
CXSE,STEFANSSON ISLAND,73.77,-105.28
CYTE,"Cape Dorset, N. W. T.",64.21667,-76.53333
CWIJ,"Lupin, N. W. T.",65.76667,-111.23333
KCXP,Carson City Airport,39.19056,-119.73191
KBVU,Boulder City Municipal Airport,35.9475,-114.8611
KNFL,"Fallon, Naval Air Station",39.43222,-118.68556
K05U,Eureka Airport AWOS,39.60209,-116.00625
KP68,Eureka Airport ASOS,39.60139,-116.00556
KHND,Las Vegas - Henderson Executive Airport,35.97665,-115.13221
KHTH,Hawthorne Industrial Airport,38.54482,-118.63137
KINS,Nellis AFB - Indian Springs Auxiliary Airfield,36.58573,-115.69008
KRNO,"Reno, Reno Tahoe International Airport",39.50776,-119.76819
KBAM,Battle Mountain - Lander County Airport,40.599,-116.8743
KMEV,Minden-Tahoe Airport,38.9963,-119.75
KRTS,Reno/Stead,39.6682,-119.8764
KDRA,"Mercury, Desert Rock Airport",36.6207,-116.02868
KTPH,"Tonopah, Tonopah Airport",38.06028,-117.08722
KEKO,"Elko, Elko Regional Airport",40.82404,-115.78635
KELY,"Ely, Ely Airport",39.295,-114.84528
KVGT,"Las Vegas, North Las Vegas Airport",36.21205,-115.19395
K10U,Owyhee Airport,41.95363,-116.18207
KWMC,"Winnemucca, Winnemucca Municipal Airport",40.90194,-117.80722
KTMT,Austin Airport,39.46794,-117.19745
KLAS,Harry Reid International Airport,36.07188,-115.1634
KLOL,"Lovelock, Derby Field Airport",40.0684,-118.57017
KLSV,Nellis Air Force Base,36.23333,-115.03333
KJFK,"New York, Kennedy International Airport",40.63915,-73.76393
KOGS,Ogdensburg International Airport,44.68186,-75.4655
KJHW,"Jamestown, Chautauqua County/Jamestown Airport",42.15,-79.26667
KSWF,Newburgh / Stewart,41.5,-74.1
KSYR,"Syracuse, Syracuse Hancock International Airport",43.10917,-76.10333
KOLE,Cattaraugus County-Olean Airport,42.24119,-78.37136
KBGM,Greater Binghamton Airport,42.20778,-75.98139
KPTD,Potsdam Municipal Airport/Damon Field,44.67667,-74.94844
KNY0,Fulton County Airport,42.99819,-74.32955
KFOK,The Gabreski Airport,40.85053,-72.61927
KLGA,"New York, La Guardia Airport",40.77917,-73.88
KFRG,Farmingdale - Republic Airport,40.73443,-73.41639
KBUF,"Buffalo, Greater Buffalo International Airport",42.93998,-78.73604
KPBG,Plattsburgh International Airport,44.65,-73.46667
KFZY,"Fulton, Oswego County Airport",43.35083,-76.38806
KN03,Cortland County-Chase Field,42.5926,-76.2149
KGFL,"Glens Falls, Floyd Bennett Memorial Airport",43.34111,-73.61056
KPOU,"Poughkeepsie, Dutchess County Airport",41.62667,-73.88417
KGTB,Fort Drum / Wheeler-Sack U. S. Army Airfield,44.05,-75.73333
KMGJ,"Montgomery, Orange County Airport",41.50917,-74.265
KSDC,Williamson-Sodus Airport,43.23459,-77.11946
KOIC,NORWICH,42.5665,-75.52416
KPEO,"Penn Yan, Penn Yan Airport",42.64306,-77.04944
KRME,Griffiss International Airport,43.23333,-75.4
KGVQ,Genesee County Airport,43.03175,-78.16967
KROC,"Rochester, Greater Rochester International Airport",43.11667,-77.67667
KHPN,White Plains - Westchester County Airport,41.06237,-73.70456
KDKK,"Dunkirk, Chautauqua County / Dunkirk Airport",42.49306,-79.27583
KALB,Albany International Airport,42.74722,-73.79912
KJPX,East Hampton Town Airport,40.95942,-72.25167
KMSS,"Massena, Massena International-Richards Field",44.93583,-74.84556
KDSV,"Dansville, Dansville Municipal Airport",42.56944,-77.71444
KSCH,Schenectady Airport,42.85,-73.93333
KHWV,"Shirley, Brookhaven Airport",40.82167,-72.86889
KMTP,"Montauk, Montauk Airport",41.07306,-71.92333
KJRB,New York Downtown Manhattan,40.7012,-74.009
KIAG,"Niagara Falls, Niagara Falls International Airport",43.10829,-78.93818
K6B9,Skaneateles Aero Drome,42.914,-76.4408
KART,"Watertown, Watertown International Airport",43.99194,-76.02167
KSLK,"Saranac Lake, Adirondack Regional Airport",44.39306,-74.20278
KELM,"Elmira, Elmira / Corning Regional Airport",42.15639,-76.90278
KELZ,"Wellsville, Wellsville Municipal Airport",42.1075,-77.98444
KISP,"Islip, Long Island Mac Arthur Airport",40.79389,-73.10167
KNYC,"New York City, Central Park",40.78333,-73.96667
KVGC,Hamilton Municipal Airport,42.84344,-75.56119
KITH,Ithaca Tompkins International Airport,42.49083,-76.45833
KIUA,Canandaigua Airport,42.9089,-77.32523
KFDY,"Findlay, Findlay Airport",41.01361,-83.66861
KBJJ,"Wooster, Wayne County Airport",40.87306,-81.88667
KBKL,"Cleveland, Burke Lakefront Airport",41.52556,-81.66889
KFFO,Dayton / Wright-Patterson Air Force Base,39.83333,-84.05
KTDZ,Toledo - Toledo Executive Airport,41.56306,-83.47639
KOSU,"Columbus, Ohio State University Airport",40.07806,-83.07806
KLCK,Rickenbacker Air National Guard Base,39.81667,-82.93333
KTOL,Toledo - Toledo Express Airport,41.58704,-83.80539
KLHQ,"Lancaster, Fairfield County Airport",39.75722,-82.66333
KI68,Warren County Airport,39.46217,-84.25184
KPCW,Port Clinton Carl R Keller Field Airport,41.5163,-82.8687
KLNN,Willoughby,41.68333,-81.38333
KTZR,"Columbus, Bolton Field Airport",39.90083,-83.13722
KLPR,"Lorain / Elyria, Lorain County Regional Airport",41.34611,-82.17944
KPHD,Harry Clever Field Airport,40.47032,-81.42178
KCAK,Akron Canton Regional Airport,40.91811,-81.44343
KUNI,OHIO U/ATHEN-ALBANY,39.22,-82.23
KLUK,"Cincinnati, Cincinnati Municipal Airport Lunken Field",39.10583,-84.41583
KJRO,JACKSON,38.9833,-82.5833
K2G2,Geary A Bates/Jefferson County Airpark,40.36061,-80.70169
KOXD,Miami University Airport,39.50225,-84.78436
K4I3,Knox County Airfield,40.3289,-82.5261
KCGF,Cleveland / Cuyahoga,41.56667,-81.48333
KI23,Fayette County Airport,39.5704,-83.4205
KVTA,"Newark, Newark Heath Airport",40.02278,-82.4625
KCLE,Cleveland Hopkins International Airport,41.40569,-81.85193
KCMH,John Glenn Columbus International Airport,39.9907,-82.87691
KPOV,Portage County Airport,41.21,-81.252
KPMH,Greater Portsmouth Regional Airport,38.84047,-82.84731
